cg1,country,q101,q106n,q309ni_4,male,poltrust,trustexecutive,trustparl,trustfirstmin,trustdepmin,trustexecutiveni,pasupport,iq508g_1,iq508g_2,iq508g_3,iq508g_4,iq508g_5,iq508g_6,iq508g_7,iq508n_1,iq508n_2,iq508n_3,iq508n_4,iq508n_5,iq508n_6,iq508ni_1,iq508ni_2,iq508ni_3,iq508ni_4,iq508ni_5,iq508ni_6,iq508ni_7,iq508ni_8,unawarepa,implemented,indigenousg,community,community2,socialtrust,iq605,iq606,iq604,iq610,educ,victim,q403_4cat,q405q406,govtvictim,rebel,iq309ni_4,trust_yes
1,1,40,NA,NA,0,1,1,1,NA,NA,NA,3.285714388,1,5,5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.200000048,1,2,2,3,4,0,0,0,0,0,NA,FALSE
1,1,19,NA,NA,1,2.5,3,2,NA,NA,NA,3.714285612,3,4,5,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,2.821755886,3,2,3,2,5,1,0,5,0,0,NA,FALSE
1,1,57,NA,NA,1,4,4,4,NA,NA,NA,NA,NA,5,5,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,2.821755886,1,3,2,2,1,0,1,0,0,0,NA,TRUE
1,1,44,NA,NA,1,2,3,1,NA,NA,NA,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2.799999952,3,3,3,2,5,0,0,0,0,0,NA,FALSE
1,1,32,NA,NA,1,3,3,3,NA,NA,NA,3.142857075,5,5,2,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.799999952,1,1,2,2,4,1,0,2,0,0,NA,TRUE
1,1,55,NA,NA,0,2,3,1,NA,NA,NA,4.428571224,4,4,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.599999905,3,2,3,2,6,0,0,0,0,0,NA,FALSE
1,1,34,NA,NA,1,2.5,3,2,NA,NA,NA,3.714285612,4,4,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2.200000048,2,1,3,4,3,1,0,2,0,0,NA,FALSE
1,1,24,NA,NA,1,1.5,1,2,NA,NA,NA,3.285714388,2,5,5,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.400000095,1,0,2,4,6,0,0,0,0,0,NA,FALSE
1,1,23,NA,NA,0,2.5,3,2,NA,NA,NA,4.285714149,4,4,4,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2.400000095,2,2,4,4,3,1,0,5,0,0,NA,FALSE
1,1,19,NA,NA,0,3,3,3,NA,NA,NA,4.285714149,5,5,5,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,3,3,1,4,2,6,1,0,5,0,0,NA,TRUE
1,1,43,NA,NA,0,1.5,2,1,NA,NA,NA,3.285714388,1,5,5,2,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,3.200000048,1,0,2,2,2,0,0,0,0,0,NA,FALSE
1,1,18,NA,NA,1,2,2,2,NA,NA,NA,4,4,5,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,3.200000048,2,0,3,4,4,0,0,0,0,0,NA,FALSE
1,1,36,NA,NA,1,3,4,2,NA,NA,NA,4.571428776,2,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,3.799999952,3,3,4,3,5,0,0,0,0,0,NA,TRUE
1,1,40,NA,NA,0,1,1,1,NA,NA,NA,3.714285612,4,1,4,5,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,1.600000024,1,0,2,4,3,0,0,0,0,0,NA,FALSE
1,1,20,NA,NA,1,1.5,2,1,NA,NA,NA,4.285714149,3,5,5,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.400000095,2,0,2,3,4,0,0,0,0,0,NA,FALSE
1,1,30,NA,NA,0,2.5,2,3,NA,NA,NA,4,2,4,5,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.599999905,1,0,2,1,4,0,0,0,0,0,NA,FALSE
1,1,58,NA,NA,0,2.5,4,1,NA,NA,NA,4.571428776,2,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,3,3,3,2,2,4,0,0,0,0,0,NA,FALSE
1,1,30,NA,NA,1,2,3,1,NA,NA,NA,4.428571224,4,4,5,5,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,3,2,0,2,1,5,0,0,0,0,0,NA,FALSE
1,1,36,NA,NA,1,3.5,4,3,NA,NA,NA,3.857142925,2,4,4,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,1.799999952,2,0,2,4,6,1,0,1,1,0,NA,TRUE
1,1,55,NA,NA,1,2,2,2,NA,NA,NA,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,2.400000095,1,1,3,2,4,1,0,1,1,0,NA,FALSE
1,1,26,NA,NA,0,2.5,3,2,NA,NA,NA,3.428571463,3,4,2,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.799999952,2,1,2,2,4,0,0,0,0,0,NA,FALSE
1,1,19,NA,NA,0,3,3,3,NA,NA,NA,3.857142925,3,5,4,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,3,1,3,2,2,6,1,0,5,0,0,NA,TRUE
1,1,24,NA,NA,1,3,3,3,NA,NA,NA,3.571428537,2,5,4,2,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2.799999952,2,3,3,2,4,1,0,5,0,0,NA,TRUE
1,1,23,NA,NA,0,3.5,4,3,NA,NA,NA,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2,2,0,3,2,4,1,0,5,0,0,NA,TRUE
1,1,56,NA,NA,1,3.5,4,3,NA,NA,NA,2.571428537,1,5,1,5,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.400000095,1,0,2,1,3,1,0,1,1,0,NA,TRUE
1,1,48,NA,NA,1,2,3,1,NA,NA,NA,3.571428537,2,5,4,5,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,2.400000095,3,2,4,2,4,0,0,0,0,0,NA,FALSE
1,1,25,NA,NA,1,1,1,1,NA,NA,NA,3.142857075,1,5,5,5,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2,2,0,2,2,4,1,0,5,0,0,NA,FALSE
1,1,35,NA,NA,0,2,2,2,NA,NA,NA,3.428571463,4,4,2,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,1.600000024,1,0,2,2,3,0,0,0,0,0,NA,FALSE
1,1,34,NA,NA,0,2,1,3,NA,NA,NA,3.857142925,3,4,4,4,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,2,2,2,3,2,3,0,0,0,0,0,NA,FALSE
1,1,58,NA,NA,0,2,3,1,NA,NA,NA,NA,3,5,NA,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,2,2,2,3,1,3,0,0,0,0,0,NA,FALSE
1,1,20,NA,NA,0,3,3,3,NA,NA,NA,4.714285851,5,5,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,3.200000048,1,2,3,1,4,0,0,0,0,0,NA,TRUE
1,1,30,NA,NA,1,2.5,3,2,NA,NA,NA,3.714285612,2,5,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,2.400000095,1,3,3,3,4,0,0,0,0,0,NA,FALSE
1,1,67,NA,NA,1,2,2,2,NA,NA,NA,4.714285851,5,5,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.400000095,1,2,3,2,2,1,3,1,1,1,NA,FALSE
1,1,50,NA,NA,0,2.5,2,3,NA,NA,NA,3.428571463,2,5,2,4,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,2.799999952,3,3,4,2,2,0,0,0,0,0,NA,FALSE
1,1,20,NA,NA,1,3,3,3,NA,NA,NA,4.857142925,5,5,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2.400000095,2,1,2,3,6,0,0,0,0,0,NA,TRUE
1,1,41,NA,NA,1,1.5,2,1,NA,NA,NA,NA,1,5,NA,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.599999905,NA,2,2,2,3,0,0,0,0,0,NA,FALSE
4,1,22,NA,NA,0,2.5,2,3,NA,NA,NA,3.428571463,2,4,4,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.799999952,2,2,3,2,5,0,0,0,0,0,NA,FALSE
1,1,58,NA,NA,0,4,4,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.400000095,1,3,2,3,2,0,0,0,0,0,NA,TRUE
1,1,22,NA,NA,0,1.5,2,1,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.599999905,1,0,2,2,6,0,0,0,0,0,NA,FALSE
1,1,35,NA,NA,0,3.5,4,3,NA,NA,NA,NA,1,4,4,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,2,1,2,2,2,3,1,4,1,1,0,NA,TRUE
1,1,34,NA,NA,0,1.5,2,1,NA,NA,NA,3.142857075,4,2,4,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,2,1,2,2,2,4,1,0,5,0,0,NA,FALSE
1,1,20,NA,NA,1,3.5,3,4,NA,NA,NA,3,2,5,2,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,3,2,3,3,1,3,0,0,0,0,0,NA,TRUE
1,1,22,NA,NA,0,2.5,3,2,NA,NA,NA,3.142857075,3,3,3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2.400000095,2,0,3,4,6,1,0,5,0,0,NA,FALSE
1,1,19,NA,NA,0,2,2,2,NA,NA,NA,3.285714388,1,5,4,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.200000048,1,1,3,4,6,1,0,1,1,0,NA,FALSE
1,1,32,NA,NA,0,2,2,2,NA,NA,NA,4.285714149,2,5,4,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,3.400000095,1,3,2,1,2,0,0,0,0,0,NA,FALSE
1,1,26,NA,NA,1,3,4,2,NA,NA,NA,2.428571463,1,2,2,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.200000048,1,0,2,1,4,1,0,5,0,0,NA,TRUE
1,1,42,NA,NA,1,3,3,3,NA,NA,NA,4.714285851,4,5,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,3.200000048,1,3,2,1,3,0,0,0,0,0,NA,TRUE
1,1,56,NA,NA,1,1,1,1,NA,NA,NA,2.714285612,1,5,5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,1.799999952,2,0,2,1,2,0,0,0,0,0,NA,FALSE
1,1,52,NA,NA,0,1.5,1,2,NA,NA,NA,3.428571463,2,4,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,1.799999952,3,1,2,1,2,1,0,3,0,0,NA,FALSE
1,1,24,NA,NA,1,2,2,2,NA,NA,NA,NA,NA,5,5,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.599999905,3,1,2,2,4,1,0,5,0,0,NA,FALSE
1,1,49,NA,NA,1,2.5,3,2,NA,NA,NA,4.285714149,4,5,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,3.400000095,1,2,2,2,4,1,0,5,0,0,NA,FALSE
1,1,19,NA,NA,0,3,3,3,NA,NA,NA,4.285714149,3,4,5,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,3,3,1,3,3,6,0,0,0,0,0,NA,TRUE
1,1,35,NA,NA,0,4,4,4,NA,NA,NA,4.571428776,2,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.200000048,2,1,2,1,1,1,0,2,0,0,NA,TRUE
1,1,30,NA,NA,1,2.5,2,3,NA,NA,NA,4.142857075,2,4,5,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.400000095,1,3,2,4,6,0,0,0,0,0,NA,FALSE
1,1,49,NA,NA,0,3,3,3,NA,NA,NA,4.142857075,4,4,5,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.599999905,1,2,2,3,6,0,0,0,0,0,NA,TRUE
1,1,25,NA,NA,1,2,2,2,NA,NA,NA,2.428571463,4,4,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2.799999952,1,2,4,4,6,1,0,5,0,0,NA,FALSE
1,1,55,NA,NA,1,2.5,3,2,NA,NA,NA,3.857142925,4,5,5,2,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,2.200000048,1,2,2,1,3,1,2,1,1,1,NA,FALSE
1,1,19,NA,NA,1,2,2,2,NA,NA,NA,3.142857075,2,1,3,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2,3,2,4,3,4,1,0,5,0,0,NA,FALSE
1,1,26,NA,NA,0,3.5,4,3,NA,NA,NA,3.571428537,2,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2,1,2,3,4,4,0,0,0,0,0,NA,TRUE
1,1,59,NA,NA,0,2.5,2,3,NA,NA,NA,NA,1,5,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.821755886,2,1,2,2,3,0,0,0,0,0,NA,FALSE
1,1,23,NA,NA,0,2.5,3,2,NA,NA,NA,3.428571463,2,4,4,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2.400000095,1,2,3,4,3,0,0,0,0,0,NA,FALSE
1,1,21,NA,NA,0,2,2,2,NA,NA,NA,3.857142925,4,5,4,5,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.200000048,3,1,3,4,5,0,0,0,0,0,NA,FALSE
1,1,60,NA,NA,0,3,3,3,NA,NA,NA,3.857142925,1,5,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.799999952,3,2,2,1,6,1,0,5,0,0,NA,TRUE
1,1,32,NA,NA,1,2.5,3,2,NA,NA,NA,4.285714149,4,5,5,5,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.799999952,1,3,2,2,3,0,0,0,0,0,NA,FALSE
1,1,47,NA,NA,1,2,3,1,NA,NA,NA,4.428571224,4,4,5,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,3.200000048,2,1,3,4,5,1,0,5,0,0,NA,FALSE
1,1,50,NA,NA,1,3,3,3,NA,NA,NA,3.571428537,1,4,4,4,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,3,1,3,2,4,6,0,0,0,0,0,NA,TRUE
1,1,30,NA,NA,0,3.5,4,3,NA,NA,NA,3.428571463,2,4,4,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.599999905,1,2,2,2,4,1,0,5,0,0,NA,TRUE
1,1,36,NA,NA,0,3,3,3,NA,NA,NA,3.714285612,2,5,5,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,3,2,2,NA,1,2,0,0,0,0,0,NA,TRUE
1,1,22,NA,NA,1,2,3,1,NA,NA,NA,3.571428537,4,4,4,4,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,3.400000095,3,2,3,4,6,1,0,5,0,0,NA,FALSE
1,1,20,NA,NA,1,2.5,3,2,NA,NA,NA,3.571428537,1,5,5,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.599999905,2,1,3,4,5,0,0,0,0,0,NA,FALSE
1,1,56,NA,NA,1,2,2,2,NA,NA,NA,4,5,5,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.400000095,2,1,3,2,2,1,0,3,0,0,NA,FALSE
1,1,68,NA,NA,0,1.5,2,1,NA,NA,NA,NA,1,5,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,1.600000024,1,1,2,2,6,0,0,0,0,0,NA,FALSE
1,1,25,NA,NA,1,2,2,2,NA,NA,NA,3.285714388,2,4,4,3,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,3.200000048,1,2,2,NA,5,0,0,0,0,0,NA,FALSE
1,1,36,NA,NA,0,2.5,2,3,NA,NA,NA,3.428571463,4,3,4,4,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2.400000095,1,2,2,3,6,0,0,0,0,0,NA,FALSE
1,1,20,NA,NA,0,2,2,2,NA,NA,NA,3.142857075,3,4,3,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.799999952,1,2,2,2,6,1,0,3,0,0,NA,FALSE
1,1,29,NA,NA,0,2,3,1,NA,NA,NA,4.142857075,1,5,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.400000095,1,2,2,2,6,0,0,0,0,0,NA,FALSE
1,1,61,NA,NA,1,2.5,3,2,NA,NA,NA,3.714285612,2,5,4,4,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,2.599999905,1,3,2,2,3,1,0,3,0,0,NA,FALSE
1,1,19,NA,NA,0,3,3,3,NA,NA,NA,4.142857075,2,5,5,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,3.400000095,2,2,2,2,5,0,0,0,0,0,NA,TRUE
1,1,21,NA,NA,1,3,3,3,NA,NA,NA,3.714285612,2,5,5,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.599999905,1,2,4,3,6,0,0,0,0,0,NA,TRUE
1,1,35,NA,NA,1,3,3,3,NA,NA,NA,4.571428776,4,5,5,5,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,3.200000048,1,3,2,2,6,0,0,0,0,0,NA,TRUE
1,1,44,NA,NA,0,1.5,2,1,NA,NA,NA,3.142857075,2,4,4,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2.200000048,1,0,2,4,3,0,0,0,0,0,NA,FALSE
1,1,29,NA,NA,0,2,2,2,NA,NA,NA,3.428571463,3,3,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,2.599999905,3,2,3,3,5,0,0,0,0,0,NA,FALSE
1,1,57,NA,NA,1,1.5,2,1,NA,NA,NA,3.857142925,5,5,5,4,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,3,2,1,3,1,4,0,0,0,0,0,NA,FALSE
1,1,20,NA,NA,1,2,2,2,NA,NA,NA,3.285714388,4,4,3,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,3.200000048,2,2,3,4,6,1,0,1,1,0,NA,FALSE
1,1,32,NA,NA,1,1,1,1,NA,NA,NA,3.714285612,4,4,4,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.599999905,2,2,3,4,5,0,0,0,0,0,NA,FALSE
1,1,19,NA,NA,0,3.5,4,3,NA,NA,NA,4,4,5,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,2.599999905,3,2,4,3,6,0,0,0,0,0,NA,TRUE
1,1,55,NA,NA,0,3,3,3,NA,NA,NA,3,2,4,5,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2,1,1,2,2,3,0,0,0,0,0,NA,TRUE
1,1,26,NA,NA,0,3.5,4,3,NA,NA,NA,3.714285612,2,4,5,2,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,3.599999905,2,3,3,1,3,0,0,0,0,0,NA,TRUE
1,1,50,NA,NA,1,3,4,2,NA,NA,NA,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2.400000095,1,2,2,1,3,0,0,0,0,0,NA,TRUE
1,1,26,NA,NA,1,2.5,3,2,NA,NA,NA,3.428571463,4,4,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.799999952,1,1,2,2,6,0,0,0,0,0,NA,FALSE
1,1,42,NA,NA,0,2.5,3,2,NA,NA,NA,2.428571463,1,1,4,1,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,2.799999952,1,2,2,2,3,1,0,1,1,0,NA,FALSE
1,1,42,NA,NA,0,2,2,2,NA,NA,NA,3.142857075,2,4,4,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,2.200000048,2,3,3,2,2,1,0,5,0,0,NA,FALSE
1,1,26,NA,NA,1,3,3,3,NA,NA,NA,3.714285612,4,5,5,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,3.200000048,2,3,4,4,4,0,0,0,0,0,NA,TRUE
1,1,59,NA,NA,0,1.5,2,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2.599999905,1,3,2,2,2,0,0,0,0,0,NA,FALSE
1,1,22,NA,NA,0,3,3,3,NA,NA,NA,4.142857075,2,5,4,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,3.599999905,1,3,2,2,4,1,0,5,0,0,NA,TRUE
1,1,24,NA,NA,0,2,3,1,NA,NA,NA,3.571428537,1,5,4,4,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,2.200000048,3,2,2,2,3,0,0,0,0,0,NA,FALSE
1,1,48,NA,NA,1,1.5,2,1,NA,NA,NA,2.428571463,5,4,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,2.400000095,1,1,2,1,3,1,0,5,0,0,NA,FALSE
1,1,30,NA,NA,0,2,2,2,NA,NA,NA,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,3,1,1,2,2,3,0,0,0,0,0,NA,FALSE
1,1,23,NA,NA,1,3,3,3,NA,NA,NA,3.714285612,3,4,3,4,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2.799999952,2,0,2,1,4,1,0,5,0,0,NA,TRUE
1,1,68,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,2.821755886,NA,3,3,2,1,1,0,5,0,0,NA,FALSE
