,UniqueID,DateOfBite,Species,Breed,Age,Gender,SpayNeuter,Borough,ZipCode,Aggressive
79,142,April 10 2015,DOG,Cocker Spaniel Crossbreed,5,M,TRUE,Brooklyn,11206,Friendly
80,143,April 03 2015,DOG,BOXER/HOUND/PITBULL,6,F,TRUE,Brooklyn,11216,Friendly
81,144,April 12 2015,DOG,German Shepherd,11,F,TRUE,Brooklyn,11209,Agressive
82,145,April 10 2015,DOG,"Bull Dog, English",9M,M,FALSE,Brooklyn,11220,Friendly
83,146,April 10 2015,DOG,American Pit Bull Terrier/Pit Bull,6M,M,FALSE,Brooklyn,11224,Agressive
84,147,April 12 2015,DOG,Chihuahua,9,F,TRUE,Brooklyn,11224,Friendly
85,150,April 13 2015,DOG,Pit Bull,9,M,FALSE,Brooklyn,11207,Agressive
86,151,April 13 2015,DOG,Chihuahua,9M,M,FALSE,Brooklyn,11208,Friendly
87,152,April 14 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,F,TRUE,Brooklyn,11216,Agressive
88,156,April 16 2015,DOG,American Pit Bull Terrier/Pit Bull,1,F,FALSE,Brooklyn,11208,Agressive
89,157,April 16 2015,DOG,Rottweiler,1,M,TRUE,Brooklyn,11228,Agressive
90,158,April 14 2015,DOG,Beagle Crossbreed,19,M,FALSE,Brooklyn,11214,Friendly
91,165,April 19 2015,DOG,German Shepherd Crossbreed,15,F,TRUE,Brooklyn,11222,Agressive
92,167,April 17 2015,DOG,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Brooklyn,11231,Agressive
93,170,April 19 2015,DOG,ITALIAN MASTIFF,3,F,FALSE,Brooklyn,11221,Friendly
94,173,April 17 2015,DOG,BEAGLE/JACK RUSS,4,M,TRUE,Brooklyn,11224,Friendly
95,175,April 19 2015,DOG,American Pit Bull Terrier/Pit Bull,5,M,TRUE,Brooklyn,11218,Agressive
96,177,April 22 2015,DOG,Maltese,7,F,TRUE,Brooklyn,11237,Friendly
97,178,April 23 2015,DOG,Cane Corso,15,F,FALSE,Brooklyn,11238,Agressive
98,180,April 23 2015,DOG,PARSON RUSSELLTERR,2,M,TRUE,Brooklyn,11231,Friendly
99,182,April 25 2015,DOG,Shih Tzu,5,M,TRUE,Brooklyn,11219,Friendly
100,183,April 26 2015,DOG,American Staffordshire Terrier,2,M,FALSE,Brooklyn,11212,Agressive
101,184,April 25 2015,DOG,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Brooklyn,11221,Agressive
102,185,April 25 2015,DOG,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Brooklyn,11221,Agressive
103,186,April 27 2015,DOG,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Brooklyn,11218,Agressive
104,189,April 25 2015,DOG,German Shepherd,7,M,TRUE,Brooklyn,11234,Agressive
105,190,April 11 2015,DOG,American Pit Bull Terrier/Pit Bull,3,F,TRUE,Brooklyn,11220,Agressive
106,191,April 29 2015,DOG,Pug,3,M,TRUE,Brooklyn,11223,Friendly
107,192,April 29 2015,DOG,POINTER/BEAGLE X,7,F,FALSE,Brooklyn,11249,Friendly
108,193,April 29 2015,DOG,SHIBA INU,5,M,TRUE,Brooklyn,11221,Friendly
109,195,April 26 2015,DOG,Chihuahua,2,F,FALSE,Brooklyn,11220,Friendly
110,196,April 30 2015,DOG,GERMAN SHEPHERD/RIDGEBACK,5,M,TRUE,Brooklyn,11231,Friendly
111,197,May 01 2015,DOG,Bichon Frise,8,M,TRUE,Brooklyn,11223,Friendly
112,198,May 01 2015,DOG,STAFFORDSHIRE TERR,7,F,TRUE,Brooklyn,11221,Friendly
113,201,May 02 2015,DOG,"Collie, Border",14,M,TRUE,Brooklyn,11234,Friendly
114,202,May 04 2015,DOG,American Pit Bull Mix / Pit Bull Mix,8M,M,FALSE,Brooklyn,11204,Agressive
115,204,May 01 2015,DOG,Boxer,2,M,TRUE,Brooklyn,11237,Friendly
116,206,May 01 2015,DOG,MALTESE - X,3,F,FALSE,Brooklyn,11209,Friendly
117,209,May 06 2015,DOG,"Collie, Smooth Coat",10,F,TRUE,Brooklyn,11220,Friendly
118,211,May 06 2015,DOG,CHIHUAHUA/BOSTON TERR X,5,M,TRUE,Brooklyn,11222,Friendly
119,214,May 10 2015,DOG,American Pit Bull Terrier/Pit Bull,13,M,TRUE,Brooklyn,11234,Agressive
120,215,May 10 2015,DOG,American Staffordshire Terrier,2,M,FALSE,Brooklyn,11228,Agressive
121,216,May 09 2015,DOG,Siberian Husky,14,M,TRUE,Brooklyn,11231,Agressive
122,217,May 09 2015,DOG,American Pit Bull Mix / Pit Bull Mix,5,F,TRUE,Brooklyn,11208,Agressive
123,218,May 01 2015,DOG,American Staffordshire Terrier,8,M,TRUE,Brooklyn,11217,Agressive
124,222,May 07 2015,DOG,Australian Shepherd,5,M,TRUE,Brooklyn,11238,Friendly
125,224,May 09 2015,DOG,American Pit Bull Terrier/Pit Bull,8,M,TRUE,Brooklyn,11219,Agressive
126,225,May 11 2015,DOG,American Pit Bull Terrier/Pit Bull,2,F,FALSE,Brooklyn,11218,Agressive
127,226,April 25 2015,DOG,Shih Tzu,4,M,TRUE,Brooklyn,11226,Friendly
128,229,May 12 2015,DOG,American Pit Bull Mix / Pit Bull Mix,5,M,TRUE,Brooklyn,11213,Agressive
129,231,May 12 2015,DOG,Bloodhound,4,M,TRUE,Brooklyn,11231,Friendly
130,232,May 12 2015,DOG,Jack Russ,10,M,TRUE,Brooklyn,11215,Friendly
131,234,May 14 2015,DOG,"Cocker Spaniel, American",10,M,TRUE,Brooklyn,11220,Friendly
132,236,May 14 2015,DOG,American Pit Bull Terrier/Pit Bull,6,M,FALSE,Brooklyn,11232,Agressive
133,238,April 28 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,TRUE,Brooklyn,11234,Agressive
134,240,May 18 2015,DOG,American Staffordshire Terrier,2,M,FALSE,Brooklyn,11211,Agressive
135,241,May 18 2015,DOG,American Staffordshire Terrier,2,M,FALSE,Brooklyn,11211,Agressive
136,243,January 08 2015,DOG,American Pit Bull Terrier/Pit Bull,1,M,TRUE,Brooklyn,11224,Agressive
137,244,May 12 2015,DOG,Cane Corso,5,F,TRUE,Brooklyn,11233,Agressive
138,252,May 20 2015,DOG,MUTT,1,F,TRUE,Brooklyn,11201,Friendly
139,254,May 24 2015,DOG,PIT BULL/LAB X,2,F,FALSE,Brooklyn,11236,Agressive
140,255,May 24 2015,DOG,PIT BULL/LAB X,2,F,FALSE,Brooklyn,11236,Agressive
141,259,May 25 2015,DOG,Labrador Retriever,3,F,FALSE,Brooklyn,11234,Friendly
142,262,May 23 2015,DOG,"Mastiff, Tibetan",1,M,TRUE,Brooklyn,11214,Agressive
143,270,May 23 2015,DOG,American Pit Bull Mix / Pit Bull Mix,6,M,TRUE,Brooklyn,11205,Agressive
144,272,May 28 2015,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,FALSE,Brooklyn,11236,Agressive
145,275,May 30 2015,DOG,West High White Terrier,4,M,FALSE,Brooklyn,11224,Friendly
146,276,May 30 2015,DOG,West High White Terrier,4,M,FALSE,Brooklyn,11224,Friendly
147,277,May 31 2015,DOG,Chihuahua,1,M,FALSE,Brooklyn,11207,Friendly
148,279,May 29 2015,DOG,Labrador Retriever Crossbreed,8,F,TRUE,Brooklyn,11229,Friendly
149,284,June 02 2015,DOG,Chow Chow,1,M,FALSE,Brooklyn,11233,Agressive
150,285,June 02 2015,DOG,Doberman Pinscher,7,M,TRUE,Brooklyn,11228,Agressive
151,286,June 01 2015,DOG,Yorkshire Terrier,2,M,FALSE,Brooklyn,11217,Friendly
152,288,June 03 2015,DOG,SHORKY,8,M,TRUE,Brooklyn,11238,Friendly
153,289,May 31 2015,DOG,HAVANESE X,4,M,TRUE,Brooklyn,11236,Friendly
154,290,May 27 2015,DOG,BLUE HEELER X,9,M,TRUE,Brooklyn,11237,Friendly
155,291,June 04 2015,DOG,Pit Bull,3,F,TRUE,Brooklyn,11226,Agressive
156,292,June 04 2015,DOG,American Pit Bull Terrier/Pit Bull,4,M,FALSE,Brooklyn,11226,Agressive
157,293,June 04 2015,DOG,Yorkshire Terrier,2,M,TRUE,Brooklyn,11214,Friendly
158,296,June 06 2015,DOG,Chow Chow,4,M,FALSE,Brooklyn,11234,Agressive
159,297,June 05 2015,DOG,Lhasa Apso,5,M,TRUE,Brooklyn,11231,Friendly
160,298,June 06 2015,DOG,"Poodle, Standard",3,M,TRUE,Brooklyn,11234,Friendly
161,299,June 07 2015,DOG,"Pointer, German Shorthaired",8,F,TRUE,Brooklyn,11231,Friendly
162,302,May 30 2015,DOG,Chow Chow,2,M,FALSE,Brooklyn,11208,Agressive
163,308,June 10 2015,DOG,Cane Corso,2,M,FALSE,Brooklyn,11224,Agressive
164,311,June 09 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,F,FALSE,Brooklyn,11208,Agressive
165,323,June 12 2015,DOG,Jack Russ,2,M,TRUE,Brooklyn,11235,Friendly
166,325,June 16 2015,DOG,DOBERMAN X,1,F,FALSE,Brooklyn,11215,Agressive
167,326,June 14 2015,DOG,American Eskimo,5,M,TRUE,Brooklyn,11230,Friendly
168,327,June 19 2015,DOG,American Staffordshire Terrier,7,F,TRUE,Brooklyn,11233,Agressive
169,329,June 07 2015,DOG,Chihuahua,3,M,TRUE,Brooklyn,11217,Friendly
170,330,June 22 2015,DOG,Golden Retriever,12,F,TRUE,Brooklyn,11229,Friendly
171,331,June 22 2015,DOG,MALTESE/CHIHUAHUA X,1,M,FALSE,Brooklyn,11217,Friendly
172,333,June 19 2015,DOG,Pit Bull,5,M,TRUE,Brooklyn,11211,Agressive
173,335,June 18 2015,DOG,American Pit Bull Terrier/Pit Bull,2,M,TRUE,Brooklyn,11235,Agressive
174,336,June 22 2015,DOG,Maltese,7,F,TRUE,Brooklyn,11220,Friendly
175,338,June 23 2015,DOG,American Pit Bull Terrier/Pit Bull,1,M,FALSE,Brooklyn,11233,Agressive
176,344,June 28 2015,DOG,American Pit Bull Terrier/Pit Bull,5,M,FALSE,Brooklyn,11203,Agressive
177,346,June 26 2015,DOG,Maltese,1,M,FALSE,Brooklyn,11236,Friendly
178,351,June 21 2015,DOG,Mixed/Other,2,M,FALSE,Brooklyn,11213,Friendly
179,353,July 01 2015,DOG,Vizsla,4,M,TRUE,Brooklyn,11249,Friendly
180,357,March 17 2015,DOG,Jack Russ,10,M,FALSE,Brooklyn,11221,Friendly
181,371,July 02 2015,DOG,Chihuahua,3,M,FALSE,Brooklyn,11212,Friendly
182,372,July 03 2015,DOG,CHOW CHOW/SHEPARD X,12,M,FALSE,Brooklyn,11207,Friendly
183,374,July 04 2015,DOG,MALTIPOO,6,M,TRUE,Brooklyn,11212,Friendly
184,375,June 29 2015,DOG,BORDER COLLIE/POINTER X,6,M,TRUE,Brooklyn,11231,Friendly
185,376,July 08 2015,DOG,ENG SETTER,6,M,FALSE,Brooklyn,11235,Friendly
186,378,July 05 2015,DOG,Wire Fox Terrier,8,M,TRUE,Brooklyn,11205,Friendly
187,379,July 12 2015,DOG,American Pit Bull Mix / Pit Bull Mix,3,F,FALSE,Brooklyn,11216,Agressive
188,380,July 14 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,M,FALSE,Brooklyn,11221,Agressive
189,384,July 04 2015,DOG,Jack Russ,1,M,TRUE,Brooklyn,11204,Friendly
190,390,July 10 2015,DOG,Golden Retriever,5,M,TRUE,Brooklyn,11238,Friendly
191,391,July 10 2015,DOG,German Shepherd Crossbreed,6,M,FALSE,Brooklyn,11231,Agressive
192,392,July 06 2015,DOG,Yorkshire Terrier,6,F,FALSE,Brooklyn,11208,Friendly
193,393,July 01 2015,DOG,German Shepherd,6,M,FALSE,Brooklyn,11220,Agressive
194,395,July 12 2015,DOG,JACK RUSSELL X,10M,M,FALSE,Brooklyn,11236,Friendly
195,400,July 08 2015,DOG,POODLE/CHIHUAHUA X,2,M,FALSE,Brooklyn,11206,Friendly
196,402,July 16 2015,DOG,Pit Bull,2,F,FALSE,Brooklyn,11205,Agressive
197,403,July 17 2015,DOG,Basset Hound,3,M,TRUE,Brooklyn,11220,Friendly
198,407,July 16 2015,DOG,Shiba Inu,1,M,TRUE,Brooklyn,11235,Friendly
199,413,July 21 2015,DOG,Cocker Spaniel,13,M,TRUE,Brooklyn,11230,Friendly
200,414,July 22 2015,DOG,Pit Bull,11M,F,FALSE,Brooklyn,11206,Agressive
201,415,July 19 2015,DOG,Pit Bull,4,M,TRUE,Brooklyn,11222,Agressive
202,416,July 19 2015,DOG,Bull Terrier,2,M,FALSE,Brooklyn,11207,Friendly
203,417,July 18 2015,DOG,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Brooklyn,11213,Agressive
204,421,July 22 2015,DOG,Belgian Malinois,1,M,FALSE,Brooklyn,11213,Friendly
205,422,July 22 2015,DOG,PIT BULL/BOXER X,2,M,TRUE,Brooklyn,11237,Agressive
206,423,July 22 2015,DOG,PIT BULL/BULL DOG,2,M,TRUE,Brooklyn,11237,Agressive
207,429,July 22 2015,DOG,Yorkshire Terrier,6,M,TRUE,Brooklyn,11231,Friendly
208,430,July 25 2015,DOG,Maltese,1,M,FALSE,Brooklyn,11218,Friendly
209,432,July 25 2015,DOG,Shiba Inu,1,M,TRUE,Brooklyn,11237,Friendly
210,435,July 28 2015,DOG,RED-NOSE PIT BULL,9,M,TRUE,Brooklyn,11206,Agressive
211,436,July 29 2015,DOG,Doberman Pinscher,9,F,FALSE,Brooklyn,11220,Agressive
212,438,July 29 2015,DOG,MUTT,2,M,TRUE,Brooklyn,11203,Friendly
213,440,July 29 2015,DOG,Shih Tzu,5,F,FALSE,Brooklyn,11249,Friendly
214,441,July 31 2015,DOG,Labrador Retriever,10,M,TRUE,Brooklyn,11207,Friendly
215,442,August 02 2015,DOG,"Bull Dog, English",9,M,TRUE,Brooklyn,11217,Friendly
216,446,August 02 2015,DOG,American Pit Bull Terrier/Pit Bull,4,M,FALSE,Brooklyn,11206,Agressive
217,447,July 31 2015,DOG,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Brooklyn,11233,Agressive
218,450,August 03 2015,DOG,WHIPPET X,6,F,TRUE,Brooklyn,11237,Friendly
219,451,July 25 2015,DOG,Chihuahua,3,M,FALSE,Brooklyn,11223,Friendly
220,457,August 04 2015,DOG,Alaskan Klee Kai,1,M,TRUE,Brooklyn,11204,Friendly
221,459,August 05 2015,DOG,Yorkshire Terrier,3,M,TRUE,Brooklyn,11238,Friendly
222,460,August 06 2015,DOG,Jack Russ,7,M,TRUE,Brooklyn,11207,Friendly
223,462,August 07 2015,DOG,American Pit Bull Terrier/Pit Bull,1,F,FALSE,Brooklyn,11208,Agressive
224,466,July 28 2015,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,TRUE,Brooklyn,11208,Agressive
225,468,August 10 2015,DOG,Shih Tzu,4,F,FALSE,Brooklyn,11234,Friendly
226,469,August 07 2015,DOG,Jack Russ,3,M,FALSE,Brooklyn,11213,Friendly
227,470,August 02 2015,DOG,Doberman Pinscher,5m,M,FALSE,Brooklyn,11209,Agressive
228,473,August 07 2015,DOG,AUST CATTLE DOG,1,M,FALSE,Brooklyn,11208,Friendly
229,476,August 11 2015,DOG,"Bull Dog, French",8,M,TRUE,Brooklyn,11206,Friendly
230,477,August 11 2015,DOG,Yorkshire Terrier,1,F,FALSE,Brooklyn,11232,Friendly
231,478,August 11 2015,DOG,AMER STAFFORDSHIRE X,6,F,TRUE,Brooklyn,11228,Agressive
232,481,August 08 2015,DOG,Akita,3,M,FALSE,Brooklyn,11219,Agressive
233,482,August 14 2015,DOG,JACK RUSSELL/ CHIHUAHUA,4,M,FALSE,Brooklyn,11206,Friendly
234,483,August 06 2015,DOG,Shih Tzu,4,M,FALSE,Brooklyn,11214,Friendly
235,485,August 15 2015,DOG,American Staffordshire Terrier,10,M,FALSE,Brooklyn,11206,Agressive
236,486,August 16 2015,DOG,Labrador Retriever Crossbreed,2,F,TRUE,Brooklyn,11218,Friendly
237,488,August 16 2015,DOG,German Shepherd,3,M,TRUE,Brooklyn,11226,Agressive
238,491,August 16 2015,DOG,Yorkshire Terrier,14,M,TRUE,Brooklyn,11207,Friendly
239,493,August 19 2015,DOG,Jack Russ,7,F,TRUE,Brooklyn,11212,Friendly
240,494,August 19 2015,DOG,American Staffordshire Terrier,5,M,TRUE,Brooklyn,11213,Agressive
241,495,August 17 2015,DOG,Chihuahua,8,M,TRUE,Brooklyn,11226,Friendly
242,496,August 21 2015,DOG,Pit Bull,6,F,TRUE,Brooklyn,11207,Agressive
243,497,August 09 2015,DOG,Bull dog,3,M,FALSE,Brooklyn,11208,Friendly
244,500,August 21 2015,DOG,Cane Corso,2,M,FALSE,Brooklyn,11231,Agressive
245,501,August 23 2015,DOG,American Pit Bull Terrier/Pit Bull,1,F,FALSE,Brooklyn,11224,Agressive
246,508,August 11 2015,DOG,Labrador Retriever,5,M,TRUE,Brooklyn,11249,Friendly
247,509,August 19 2015,DOG,"Poodle, Miniature",2,M,FALSE,Brooklyn,11220,Friendly
248,511,August 13 2015,DOG,American Pit Bull Terrier/Pit Bull,7,F,FALSE,Brooklyn,11236,Agressive
249,512,August 26 2015,DOG,POODLE/BOXER X,1,M,TRUE,Brooklyn,11221,Friendly
250,514,August 27 2015,DOG,Shih Tzu,8,M,FALSE,Brooklyn,11208,Friendly
251,515,August 11 2015,DOG,Jack Russ,2,M,TRUE,Brooklyn,11204,Friendly
252,516,August 27 2015,DOG,YORKSHIRE TER/SHIHTZU,3,M,TRUE,Brooklyn,11226,Friendly
253,517,August 10 2015,DOG,Labrador Retriever Crossbreed,3,F,TRUE,Brooklyn,11204,Friendly
254,518,August 10 2015,DOG,Rottweiler,8M,F,FALSE,Brooklyn,11204,Agressive
255,519,August 27 2015,DOG,Shiba Inu,6,F,TRUE,Brooklyn,11249,Friendly
256,520,August 27 2015,DOG,Chihuahua,3,M,TRUE,Brooklyn,11223,Friendly
257,521,August 29 2015,DOG,Brittany Spaniel,3,M,FALSE,Brooklyn,11235,Friendly
258,522,August 30 2015,DOG,Yorkshire Terrier,7,F,TRUE,Brooklyn,11209,Friendly
259,523,August 28 2015,DOG,Pit Bull,3,F,TRUE,Brooklyn,11208,Agressive
260,526,September 01 2015,DOG,Labrador Retriever,3,M,TRUE,Brooklyn,11206,Friendly
261,529,September 01 2015,DOG,Shiba Inu,3,M,TRUE,Brooklyn,11217,Friendly
262,534,September 08 2015,DOG,MINIATURE SCHNAUZER,3,F,FALSE,Brooklyn,11232,Friendly
263,535,September 05 2015,DOG,American Pit Bull Mix / Pit Bull Mix,8,F,TRUE,Brooklyn,11236,Agressive
264,541,September 03 2015,DOG,Shih Tzu,3,M,FALSE,Brooklyn,11235,Friendly
265,544,September 06 2015,DOG,American Pit Bull Terrier/Pit Bull,8,F,TRUE,Brooklyn,11224,Agressive
266,545,September 09 2015,DOG,Labrador Retriever Crossbreed,1,M,TRUE,Brooklyn,11228,Friendly
267,547,September 10 2015,DOG,YORKIPOO,2,M,FALSE,Brooklyn,11249,Friendly
268,553,September 14 2015,DOG,American Pit Bull Terrier/Pit Bull,14M,M,FALSE,Brooklyn,11215,Agressive
269,554,September 14 2015,DOG,American Pit Bull Terrier/Pit Bull,4,M,FALSE,Brooklyn,11213,Agressive
270,555,September 13 2015,DOG,Chihuahua,3,M,TRUE,Brooklyn,11220,Friendly
271,556,September 12 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,TRUE,Brooklyn,11206,Agressive
272,557,September 11 2015,DOG,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Brooklyn,11233,Agressive
273,558,September 15 2015,DOG,CORGI/CHIHUAHUA X,1,M,TRUE,Brooklyn,11206,Friendly
