ages,price,reviews,pieces,description,id,difficulty,theme,Licensed
12-Jun,29.99,2,277,Catapult into action and take back the eggs from the Piggy Trike!,75823,Average,Angry Birds™,Non-Licensed
12-Jun,19.99,2,168,Launch a flying attack and rescue the eggs from the Piggy Plane!,75822,Easy,Angry Birds™,Non-Licensed
12-Jun,12.99,11,74,Chase the piggy with lightning-fast Chuck and rescue the eggs!,75821,Easy,Angry Birds™,Non-Licensed
12+,99.99,23,1032,Explore the architecture of the United States Capitol Building!,21030,Average,Architecture,Non-Licensed
12+,79.99,14,744,Recreate the Solomon R. Guggenheim Museum® with LEGO® Architecture!,21035,Challenging,Architecture,Non-Licensed
12+,59.99,7,597,Celebrate Shanghai with this LEGO® Architecture Skyline set!,21039,Average,Architecture,Non-Licensed
12+,59.99,37,598,Celebrate New York City with this LEGO® Architecture Skyline model!,21028,Average,Architecture,Non-Licensed
12+,49.99,24,780,Recreate Buckingham Palace with LEGO® Architecture!,21029,Average,Architecture,Non-Licensed
12+,39.99,23,468,Celebrate London with this LEGO® Architecture Skyline model!,21034,Average,Architecture,Non-Licensed
12+,39.99,11,444,Celebrate Chicago with this LEGO® Architecture Skyline model!,21033,Average,Architecture,Non-Licensed
12+,39.99,14,386,Experience the grandeur of the Arc de Triomphe!,21036,Average,Architecture,Non-Licensed
12+,34.99,53,321,Build your own LEGO® interpretation of the iconic Eiffel Tower!,21019,Average,Architecture,Non-Licensed
12+,29.99,7,361,Celebrate Sydney with this LEGO® Architecture Skyline model!,21032,Easy,Architecture,Non-Licensed
10+,29.99,13,708,Build a LEGO® BrickHeadz version of yourself!,41597,Average,BrickHeadz,Non-Licensed
10+,19.99,1,234,Train a raptor with LEGO® BrickHeadz™ Owen and Blue!,41614,Easy,BrickHeadz,Non-Licensed
10+,19.99,1,160,Join Mr. Incredible and Frozone for LEGO® BrickHeadz™ crime-fighting fun!,41613,Very Easy,BrickHeadz,Non-Licensed
10+,9.99,1,149,Growl like a Wookiee with a LEGO® BrickHeadz™ construction character featuring Chewbacca!,41609,Very Easy,BrickHeadz,Non-Licensed
10+,9.99,1,141,Be a rogue with a LEGO® BrickHeadz™ construction character featuring Han Solo!,41608,Very Easy,BrickHeadz,Non-Licensed
10+,9.99,3,101,Save the universe with LEGO® BrickHeadz Iron Man MK50!,41604,Average,BrickHeadz,Non-Licensed
10+,9.99,2,105,Feel the power of Infinity with LEGO® BrickHeadz Thanos!,41605,Easy,BrickHeadz,Non-Licensed
10+,9.99,1,113,Be a legendary outlaw with LEGO® BrickHeadz Star-Lord!,41606,Easy,BrickHeadz,Non-Licensed
10+,9.99,1,136,Master the skills of a green-skinned assassin with LEGO® BrickHeadz Gamora!,41607,NA,BrickHeadz,Non-Licensed
10+,9.99,2,91,Join the Resistance with a LEGO® BrickHeadz construction character featuring Finn!,41485,Easy,BrickHeadz,Non-Licensed
10+,9.99,7,140,Say “I love you” with a LEGO® BrickHeadz™ Valentine's Bee!,40270,Easy,BrickHeadz,Non-Licensed
10+,9.99,5,143,Stand tall with LEGO® BrickHeadz Wonder Woman™!,41599,Easy,BrickHeadz,Non-Licensed
10+,9.99,3,122,Live life in the fast lane with LEGO® BrickHeadz The Flash™!,41598,Very Easy,BrickHeadz,Non-Licensed
10+,9.99,5,130,Summon the dark side with a LEGO® BrickHeadz construction character featuring Kylo Ren™!,41603,Easy,BrickHeadz,Non-Licensed
10+,9.99,3,119,Feel the Force with a LEGO® BrickHeadz construction character featuring Rey!,41602,Easy,BrickHeadz,Non-Licensed
10+,9.99,1,135,Dive in with LEGO® BrickHeadz Aquaman™!,41600,Very Easy,BrickHeadz,Non-Licensed
10+,9.99,2,108,Get an upgrade with LEGO® BrickHeadz Cyborg™,41601,Easy,BrickHeadz,Non-Licensed
10+,19.99,1,240,Travel back to the future with LEGO® BrickHeadz™ Marty McFly and Doc Brown!,41611,Easy,BrickHeadz,Non-Licensed
10+,19.99,NA,209,Join the Justice League™ with LEGO® BrickHeadz™ Tactical Batman™ and Superman™!,41610,NA,BrickHeadz,Non-Licensed
10+,9.99,4,126,Hop to it with a LEGO® BrickHeadz™ Easter Bunny!,40271,Easy,BrickHeadz,Non-Licensed
10+,9.99,7,102,Unleash your true ninja spirit with LEGO® BrickHeadz Lloyd!,41487,Easy,BrickHeadz,Non-Licensed
10+,9.99,5,89,Learn the way of the ninja with LEGO® BrickHeadz Master Wu!,41488,Very Easy,BrickHeadz,Non-Licensed
10+,9.99,6,118,Lead a LEGO® BrickHeadz ghost crew featuring Disney’s Captain Armando Salazar!,41594,Very Easy,BrickHeadz,Non-Licensed
10+,9.99,3,127,Lead the First Order with a LEGO® BrickHeadz construction character featuring Captain Phasma™,41486,Very Easy,BrickHeadz,Non-Licensed
10+,9.99,11,91,Celebrate THE LEGO® BATMAN MOVIE with a LEGO BrickHeadz Batman!,41585,Very Easy,BrickHeadz,Non-Licensed
10+,9.99,8,96,Stand your ground with your own LEGO® BrickHeadz Iron Man!,41590,Easy,BrickHeadz,Non-Licensed
10+,9.99,9,109,Treasure your own LEGO® BrickHeadz construction character featuring Disney’s Captain Jack Sparrow!,41593,Easy,BrickHeadz,Non-Licensed
10+,9.99,8,93,Have a smashing time with LEGO® BrickHeadz The Hulk!,41592,Easy,BrickHeadz,Non-Licensed
10+,9.99,10,139,Add some Disney fairytale romance with a LEGO® BrickHeadz construction character featuring Belle!,41595,Easy,BrickHeadz,Non-Licensed
10+,9.99,2,116,Bring a classic Disney tale to life with a LEGO® BrickHeadz construction character featuring Beast!,41596,Average,BrickHeadz,Non-Licensed
10+,9.99,12,151,Show off the evil trickster with LEGO® BrickHeadz The Joker™!,41588,Easy,BrickHeadz,Non-Licensed
10+,9.99,4,143,Recruit your own elite agent with LEGO® BrickHeadz Black Widow!,41591,Easy,BrickHeadz,Non-Licensed
10+,9.99,10,101,Showcase the Boy Wonder with LEGO® BrickHeadz Robin™!,41587,Very Easy,BrickHeadz,Non-Licensed
10+,9.99,9,99,Channel Batgirl™ with your own LEGO® BrickHeadz version!,41586,Easy,BrickHeadz,Non-Licensed
12-May,49.99,NA,387,Keep the crooks from escaping with the gold bars!,60175,NA,City,Non-Licensed
12-Jun,199.99,35,888,Move heavy goods across LEGO® City with the Cargo Train!,60052,Average,City,Non-Licensed
12-Jun,149.99,45,610,Get around LEGO® City fast in the High-speed Passenger Train!,60051,Average,City,Non-Licensed
12-Aug,149.99,1,1250,Haul in fresh supplies at the exploration site!,60162,Average,City,Non-Licensed
12-Jun,119.99,3,792,Sail the high seas and make a thrilling rescue!,60167,Average,City,Non-Licensed
12-Aug,119.99,6,813,Discover the secrets of the jungle with the LEGO® City explorers!,60161,Average,City,Non-Licensed
12-Jun,99.99,10,894,Throw the crooks back in jail after they break out!,60141,Easy,City,Non-Licensed
12-Jul,99.99,1,883,Head to the LEGO® City mine and dig up some gold!,60188,NA,City,Non-Licensed
12-Jun,99.99,16,919,Jump into action and save the hot dog stand… and lunch!,60110,Average,City,Non-Licensed
12-Jun,89.99,8,663,Stop the crooks from breaking their partner out of jail!,60174,Average,City,Non-Licensed
12-Jun,79.99,4,740,Load up the truck and deliver the goods!,60169,Average,City,Non-Licensed
12-May,69.99,9,561,Protect the bank and stop the crooks!,60140,Easy,City,Non-Licensed
12-Jul,59.99,3,426,Watch your step while you explore new things in the jungle!,60160,Average,City,Non-Licensed
12-May,59.99,2,303,Fly in and surprise the crooks at their hideout!,60173,Average,City,Non-Licensed
12-Jun,59.99,8,415,Perform a daring helicopter rescue before the shark gets too close!,60166,Challenging,City,Non-Licensed
12-Jun,49.99,10,374,Stop the crooks before they escape from the mobile jail!,60139,Easy,City,Non-Licensed
12-May,49.99,16,337,"Hop on, there’s so much to see with the LEGO® City bus!",60154,Easy,City,Non-Licensed
12-May,49.99,1,294,Drive in the heavy driller and start digging the cave!,60186,Average,City,Non-Licensed
12-May,39.99,10,169,Pack your city with a bunch of new people!,60153,Very Easy,City,Non-Licensed
12-May,39.99,14,294,Help Chase McCain and the police nab the crook!,60138,Average,City,Non-Licensed
12-May,39.99,2,347,Race to the rescue on land and sea!,60165,Very Easy,City,Non-Licensed
12-May,39.99,NA,297,Race after the crook and avoid the mountain rockslide!,60172,NA,City,Non-Licensed
12-Jun,39.99,5,378,Defend the mission and dodge a surprise in the jungle!,60159,Easy,City,Non-Licensed
12-May,39.99,8,257,Call the Fire Response Unit for help!,60108,Average,City,Non-Licensed
12-May,29.99,7,344,"Load up the Pickup & Caravan, it’s time for a vacation!",60182,Easy,City,Non-Licensed
12-May,29.99,7,310,Haul in the helicopter to handle the heavy lifting!,60183,Easy,City,Non-Licensed
12-May,24.99,11,214,Put out the burning oil barrel!,60107,Easy,City,Non-Licensed
12-Jun,19.99,4,192,Jump the fire and give the crowd a thrilling show!,60180,Average,City,Non-Licensed
12-May,19.99,35,249,Order a pizza to go!,60150,Easy,City,Non-Licensed
12-May,19.99,89,24,Get killer curves in your tracks!,7499,Easy,City,Non-Licensed
12-May,19.99,12,239,Gear up for the big race!,60148,Easy,City,Non-Licensed
12-May,19.99,6,190,Transport the mountain snowboarder to the hospital!,60179,Easy,City,Non-Licensed
12-May,19.99,7,174,Load the freshly cut logs with the awesome Forest Tractor!,60181,Easy,City,Non-Licensed
12-May,19.99,8,144,Catch the crook before he tows the safe away!,60137,Easy,City,Non-Licensed
12-May,19.99,1,126,Speed after the crook on an exciting river chase!,60176,Easy,City,Non-Licensed
12-May,19.99,1,127,Break up the rocks and discover the treasure inside!,60185,Easy,City,Non-Licensed
7-Apr,19.99,NA,115,Chase down the crook and recover the loot!,10751,NA,Juniors,Non-Licensed
12-May,19.99,3,141,Fly in and save the stranded sailor before he floats away!,60164,Easy,City,Non-Licensed
12-Jun,19.99,5,201,Fly into the jungle and explore the hidden temple!,60158,Average,City,Non-Licensed
12-May,15.99,47,8,"Switch tracks – build a bigger, more exciting railway track.",7895,Very Easy,City,Non-Licensed
12-May,14.99,85,2,Add roads to your LEGO® town!,7280,Very Easy,City,Non-Licensed
12-May,14.99,40,2,Roads for your LEGO® layout!,7281,Very Easy,City,Non-Licensed
12-May,9.99,2,87,Wow the crowds in the sleek Airshow Jet!,60177,Easy,City,Non-Licensed
12-May,9.99,12,88,Cruise into the jungle and make a big discovery!,60157,Easy,City,Non-Licensed
7-Apr,9.99,NA,73,Grab your shovel and get to work!,10750,NA,Juniors,Non-Licensed
12-May,9.99,4,76,Rescue the surfer and be a coast guard hero!,60163,Very Easy,City,Non-Licensed
12-May,9.99,2,88,Arrest the crooks and recover the hidden loot!,60171,NA,City,Non-Licensed
12-May,9.99,2,82,Blow up the rock pile and discover gold!,60184,Very Easy,City,Non-Licensed
12-May,9.99,1,78,Climb in the cockpit and set a new speed record!,60178,Easy,City,Non-Licensed
12-May,6.99,2,37,Catch the crook before he escapes with the loot!,60170,Very Easy,City,Non-Licensed
12-May,6.99,5,53,Explore the depths of the jungle and find something amazing!,60156,Easy,City,Non-Licensed
12-May,39.99,30,157,Fill up your city with people!,60134,Very Easy,City,Non-Licensed
12-Aug,149.99,5,1277,Help out the volcano explorers and bring in the big equipment!,60125,Average,City,Non-Licensed
12-Aug,119.99,9,824,Get busy with some serious scientific work!,60124,Average,City,Non-Licensed
12-Jun,79.99,2,412,Save the lighthouse and rescue the keeper with the Fire Boat!,60109,Easy,City,Non-Licensed
12-May,49.99,2,403,Stop the crooks from stealing their car again!,60143,NA,City,Non-Licensed
12-May,49.99,5,200,Keep the crook from escaping his boat ride to prison!,60129,Easy,City,Non-Licensed
12-Jul,49.99,3,330,Fly in the exploration gear and fly out the crystals!,60123,Easy,City,Non-Licensed
12-Jun,39.99,4,324,Bring out the heavy machinery to do exploring right!,60122,Average,City,Non-Licensed
12-Jun,29.99,14,301,Take the Ferry to your next adventure!,60119,Easy,City,Non-Licensed
12-May,29.99,NA,195,Rescue the sailor off the rocks just in time!,60168,NA,City,Non-Licensed
12-May,29.99,8,248,Celebrate 24 fun days with the LEGO® City Advent Calendar!,60155,Easy,City,Non-Licensed
12-May,24.99,13,157,Load up the Cargo Plane and get ready to fly!,60101,Easy,City,Non-Licensed
12-May,24.99,6,175,Head off-road and make the big discoveries!,60121,Easy,City,Non-Licensed
12-May,19.99,35,250,Pack up the gear; it’s time to go camping!,60117,Easy,City,Non-Licensed
12-May,19.99,7,138,Catch the crook before she gets away with the safe!,60142,Easy,City,Non-Licensed
12-May,9.99,8,80,Stop the crooks before they empty the ATM!,60136,Easy,City,Non-Licensed
12-May,9.99,8,91,Strap in and jump some ramps!,60146,Easy,City,Non-Licensed
12-May,9.99,7,81,Start your engine and race through the dunes!,60145,Very Easy,City,Non-Licensed
12-May,9.99,7,83,Explore the volcano and make an exciting discovery!,60120,Easy,City,Non-Licensed
12-May,9.99,10,81,Help get LEGO® City's mail on the helicopter!,60100,Very Easy,City,Non-Licensed
12-May,9.99,11,90,Save the dockworker and put out the blaze!,60106,Easy,City,Non-Licensed
12-May,6.99,5,47,Chase down the crook with the ATV!,60135,Very Easy,City,Non-Licensed
Apr-99,59.99,4,790,"Create all kinds of buildings with LEGO® bricks, windows and doors!",10698,Easy,Classic,Non-Licensed
Apr-99,34.99,11,484,Create your own LEGO® vehicles with LEGO Classic!,10696,Easy,Classic,Non-Licensed
Apr-99,19.99,2,213,Bring along a world of creativity in your own LEGO® Creative Suitcase!,10713,Very Easy,Classic,Non-Licensed
Apr-99,19.99,8,303,"Get ideas, get creative and get building!",10693,Easy,Classic,Non-Licensed
Apr-99,16.99,7,221,Get creative with classic LEGO® bricks in 29 different colors!,10692,Easy,Classic,Non-Licensed
Apr-99,14.99,24,1,Add another useful piece to your LEGO® collection with this Gray Baseplate!,10701,Very Easy,Classic,Non-Licensed
Apr-99,7.99,6,1,Create your own world on a Blue LEGO® Baseplate!,10714,Very Easy,Classic,Non-Licensed
Apr-99,7.99,46,1,Add another useful piece to your LEGO® collection with this Bright Green Baseplate!,10700,Very Easy,Classic,Non-Licensed
Apr-99,4.99,8,78,Unleash your imagination with the LEGO® Blue Creativity Box!,10706,Very Easy,Classic,Non-Licensed
Apr-99,4.99,5,66,Unleash your imagination with the LEGO® Green Creativity Box!,10708,Easy,Classic,Non-Licensed
Apr-99,4.99,4,55,Unleash your imagination with the LEGO® Red Creativity Box!,10707,Average,Classic,Non-Licensed
Apr-99,4.99,3,60,Unleash your imagination with the LEGO® Orange Creativity Box!,10709,Easy,Classic,Non-Licensed
4+,2.49,180,1,Everyone needs one!,630,Very Easy,Classic,Non-Licensed
Apr-99,19.99,6,303,Build whatever your heart desires with LEGO® bricks in 20 different bright colors!,10694,Easy,Classic,Non-Licensed
Apr-99,7.99,24,1,Add another useful piece to your LEGO® collection with this Sand Baseplate!,10699,Very Easy,Classic,Non-Licensed
12-Aug,69.99,11,728,Build and enjoy the delightful 3-in-1 Family Villa!,31069,Average,Creator 3-in-1,Non-Licensed
12-Sep,59.99,14,670,Get behind the wheel of the awesome 3-in-1 Turbo Track Racer!,31070,Average,Creator 3-in-1,Non-Licensed
12-Aug,39.99,4,422,Enjoy awesome activities at the 3-in-1 Modular Skate House!,31081,Average,Creator 3-in-1,Non-Licensed
12-Aug,34.99,5,379,Enjoy seaside fun with the 3-in-1 Sunshine Surfer Van set!,31079,Easy,Creator 3-in-1,Non-Licensed
12-Jul,34.99,2,374,Hit the slopes with the 3-in-1 Modular Winter Vacation set!,31080,Easy,Creator 3-in-1,Non-Licensed
12-Jul,29.99,12,285,Launch a satellite with the 3-in-1 Space Shuttle Explorer!,31066,Easy,Creator 3-in-1,Non-Licensed
12-Aug,29.99,10,386,Enjoy eco-friendly adventures with the 3-in-1 Modern Home!,31068,Average,Creator 3-in-1,Non-Licensed
12-Jul,29.99,8,356,Play all day on a 3-in-1 Poolside Holiday!,31067,Average,Creator 3-in-1,Non-Licensed
12-Jul,19.99,9,205,Have fun with the cute 3-in-1 Robo Explorer!,31062,Average,Creator 3-in-1,Non-Licensed
12-Jul,19.99,2,241,Blast off from the start line in the 3-in-1 Rocket Rally Car!,31074,Easy,Creator 3-in-1,Non-Licensed
12-Jul,19.99,1,200,Thrill the crowds with the 3-in-1 Daredevil Stunt Plane set!,31076,Average,Creator 3-in-1,Non-Licensed
12-Jul,19.99,1,225,Head into the wilds with the 3-in-1 Outback Adventures set!,31075,Easy,Creator 3-in-1,Non-Licensed
12-Jul,14.99,27,174,Enjoy roaring adventures with the 3-in-1 Mighty Dinosaurs!,31058,Easy,Creator 3-in-1,Non-Licensed
12-Jul,14.99,5,223,Create a world of scary 3-in-1 Mythical Creatures!,31073,Easy,Creator 3-in-1,Non-Licensed
12-Jun,9.99,6,122,Take an open-top drive in the cool 3-in-1 Green Cruiser!,31056,Easy,Creator 3-in-1,Non-Licensed
12-Jun,9.99,1,102,Perform cool maneuvers with the 3-in-1 Air Blazer!,31057,Easy,Creator 3-in-1,Non-Licensed
12-Jun,9.99,1,109,Be an eye in the sky with the 3-in-1 Drone Explorer!,31071,Average,Creator 3-in-1,Non-Licensed
12-Jun,9.99,NA,109,Enter the racing world with the 3-in-1 Extreme Engines set!,31072,NA,Creator 3-in-1,Non-Licensed
12-Jul,19.99,8,222,Get ready for the ultra-cool 3-in-1 Fast Car!,31046,Average,Creator 3-in-1,Non-Licensed
12-Aug,19.99,1,194,Take the 3-in-1 Sunset Street Bike for high-speed spin!,31059,Average,Creator 3-in-1,Non-Licensed
12-Aug,59.99,15,528,Meet the wildlife at the brightly lit Lighthouse Point!,31051,Average,Creator 3-in-1,Non-Licensed
12-Jul,29.99,2,359,Fly to warmer climes for 3-in-1 Island Adventures!,31064,Average,Creator 3-in-1,Non-Licensed
12-Jul,29.99,9,286,Enjoy summer adventures with the 3-in-1 Beach Hut!,31035,Easy,Creator 3-in-1,Non-Licensed
12-Jul,29.99,5,275,Enjoy the beach life with the 3-in-1 Beachside Vacation!,31063,Average,Creator 3-in-1,Non-Licensed
12-Aug,29.99,4,326,Conquer ice and snow with the 3-in-1 Twin Spin Helicopter!,31049,Average,Creator 3-in-1,Non-Licensed
12-Jul,19.99,7,230,Take a flight in the cool 3-in-1 Propeller Plane!,31047,Average,Creator 3-in-1,Non-Licensed
12-Jul,19.99,NA,246,Take the 3-in-1 Airshow Aces to town!,31060,NA,Creator 3-in-1,Non-Licensed
12-Jun,9.99,2,124,NA,31043,Easy,Creator 3-in-1,Non-Licensed
12-Jun,9.99,4,132,Airlift vital supplies with the awesome 3-in-1 Cargo Heli!,31029,Average,Creator 3-in-1,Non-Licensed
16+,169.99,62,2480,Discover a place where music is on the menu!,10260,Challenging,Creator Expert,Non-Licensed
12+,79.99,51,902,Head home for the holidays with the Winter Village Station!,10259,Average,Creator Expert,Non-Licensed
16+,199.99,53,2670,Discover the fairground’s star attraction with the Carousel!,10257,Challenging,Creator Expert,Non-Licensed
16+,199.99,91,2464,Experience the wonderful LEGO® Creator Ferris Wheel!,10247,Challenging,Creator Expert,Non-Licensed
16+,169.99,115,2382,Make a safe deposit at the Brick Bank!,10251,Challenging,Creator Expert,Non-Licensed
16+,159.99,202,2469,Have an unforgettable evening at the amazing Parisian Restaurant!,10243,Challenging,Creator Expert,Non-Licensed
16+,159.99,177,2262,Discover hidden clues and surprises at the Detective's Office!,10246,Challenging,Creator Expert,Non-Licensed
16+,139.99,53,1686,All aboard the London Bus!,10258,Average,Creator Expert,Non-Licensed
16+,119.99,337,1334,Road trips will never be the same again with the iconic 1962 Volkswagen T1 Camper Van,10220,Challenging,Creator Expert,Non-Licensed
16+,99.99,66,1167,Head for the beach with the VW Beetle!,10252,Average,Creator Expert,Non-Licensed
16+,99.99,134,1077,Take this MINI Cooper for a nostalgic drive down memory lane!,10242,Average,Creator Expert,Non-Licensed
12+,99.99,77,734,Climb aboard the magical Winter Holiday Train!,10254,Average,Creator Expert,Non-Licensed
14-Sep,129.99,13,955,Unleash the Batmobile from The Flying Fox!,76087,Average,DC Comics™ Super Heroes,Licensed
14-Aug,79.99,9,643,Launch a space mission from the Batcave!,70923,Average,THE LEGO® BATMAN MOVIE,Licensed
14-Jul,49.99,6,622,Fight for the Mother Box with Batman’s Knightcrawler!,76086,Average,DC Comics™ Super Heroes,Licensed
14-Jul,49.99,5,425,Dodge Harley Quinn’s cannonball attacks!,70921,Average,THE LEGO® BATMAN MOVIE,Licensed
14-Jul,39.99,5,406,Power up for battle against the Lex Luthor™ Mech!,76097,Average,DC Comics™ Super Heroes,Licensed
12-Jun,29.99,6,271,Pursue Reverse Flash™ and grab the Energy Infuser!,76098,Easy,DC Comics™ Super Heroes,Licensed
14-Jul,29.99,5,267,Party on with Superman™ and friends!,70919,Easy,THE LEGO® BATMAN MOVIE,Licensed
14-Jul,29.99,11,293,Join Batman™ in a comical food fight!,70920,Average,THE LEGO® BATMAN MOVIE,Licensed
7-Apr,24.99,1,151,Swoop in with Batman™ and take on the Joker™!,10753,Easy,Juniors,Non-Licensed
14-Jul,19.99,2,198,Bring down Captain Boomerang™ with Batman’s Bat-Dune Buggy!,70918,NA,THE LEGO® BATMAN MOVIE,Licensed
12-Jun,19.99,9,197,Protect the precious Mother Box from the evil Parademon™!,76085,Easy,DC Comics™ Super Heroes,Licensed
12-Jun,19.99,1,199,Help Superman™ bust out of the Kryptonite prison!,76096,Average,DC Comics™ Super Heroes,Licensed
10+,9.99,5,143,Stand tall with LEGO® BrickHeadz Wonder Woman™!,41599,Easy,BrickHeadz,Non-Licensed
10+,9.99,3,122,Live life in the fast lane with LEGO® BrickHeadz The Flash™!,41598,Very Easy,BrickHeadz,Non-Licensed
10+,9.99,1,135,Dive in with LEGO® BrickHeadz Aquaman™!,41600,Very Easy,BrickHeadz,Non-Licensed
10+,9.99,2,108,Get an upgrade with LEGO® BrickHeadz Cyborg™,41601,Easy,BrickHeadz,Non-Licensed
10+,19.99,NA,209,Join the Justice League™ with LEGO® BrickHeadz™ Tactical Batman™ and Superman™!,41610,NA,BrickHeadz,Non-Licensed
12-Aug,79.99,7,712,Train your skills and learn how to become a Super Hero!,41232,Average,DC Super Hero Girls,Licensed
12-Jul,24.99,4,206,Recover Batgirl’s ePad from the evil Kryptomite™!,41230,Easy,DC Super Hero Girls,Licensed
12-Jul,29.99,2,217,Save the super hero café from the evil Kryptomites!,41231,Average,DC Super Hero Girls,Licensed
12-Jul,14.99,2,145,Rescue Krypto™ from Lashina’s clutches!,41233,Average,DC Super Hero Girls,Licensed
12-Sep,99.99,NA,1078,Rescue The Flash™ from Eclipso’s evil plans!,41239,NA,DC Super Hero Girls,Licensed
14-Aug,79.99,11,759,Bite back against Killer Croc™ with the Bat-Tank!,76055,Average,DC Comics™ Super Heroes,Licensed
14-Jul,59.99,9,563,Help Batman™ rescue the farmer from Scarecrow™ and Killer Moth™!,76054,Easy,DC Comics™ Super Heroes,Licensed
12-Jul,59.99,NA,432,Stop Lena Luthor™ from making evil little Kryptomites!,41238,NA,DC Super Hero Girls,Licensed
12-Jul,44.99,1,351,Help Batgirl™ nab Mad Harriet™ and recover the microchip!,41237,Average,DC Super Hero Girls,Licensed
14-Jul,29.99,18,306,Intercept the Kryptonite with the armored Batmobile!,76045,Average,DC Comics™ Super Heroes,Licensed
12-Jun,29.99,7,286,Help Wonder Woman™ defeat the villainous Ares™!,76075,Easy,DC Comics™ Super Heroes,Licensed
12-Jun,29.99,8,257,Break out Robin™ from Ra's al Ghul's secret headquarters!,76056,Average,DC Comics™ Super Heroes,Licensed
12-Jun,19.99,32,174,Zoom into orbit and recover Green Lantern’s lantern!,76025,Easy,DC Comics™ Super Heroes,Licensed
12-Jul,14.99,2,142,Keep the crystals from the evil Kryptomites!,41234,Average,DC Super Hero Girls,Licensed
12-Jun,12.99,30,91,Get set for a Batman™ v Superman™ rooftop duel!,76044,Easy,DC Comics™ Super Heroes,Licensed
10+,9.99,11,91,Celebrate THE LEGO® BATMAN MOVIE with a LEGO BrickHeadz Batman!,41585,Very Easy,BrickHeadz,Non-Licensed
12-May,9.99,3,93,Stage a Kryptonite clash with Superman™ and Bizarro™!,76068,Easy,DC Comics™ Super Heroes,Licensed
10+,9.99,12,151,Show off the evil trickster with LEGO® BrickHeadz The Joker™!,41588,Easy,BrickHeadz,Non-Licensed
10+,9.99,10,101,Showcase the Boy Wonder with LEGO® BrickHeadz Robin™!,41587,Very Easy,BrickHeadz,Non-Licensed
12-May,9.99,1,83,Fly Batman™ into battle against Killer Moth™!,76069,Easy,DC Comics™ Super Heroes,Licensed
12-May,9.99,2,85,Dive into battle against Doomsday™ with Wonder Woman™!,76070,Easy,DC Comics™ Super Heroes,Licensed
10+,9.99,9,99,Channel Batgirl™ with your own LEGO® BrickHeadz version!,41586,Easy,BrickHeadz,Non-Licensed
12-Aug,79.99,7,712,Train your skills and learn how to become a Super Hero!,41232,Average,DC Super Hero Girls,Licensed
12-Jul,24.99,4,206,Recover Batgirl’s ePad from the evil Kryptomite™!,41230,Easy,DC Super Hero Girls,Licensed
12-Jul,29.99,2,217,Save the super hero café from the evil Kryptomites!,41231,Average,DC Super Hero Girls,Licensed
12-Jul,14.99,2,145,Rescue Krypto™ from Lashina’s clutches!,41233,Average,DC Super Hero Girls,Licensed
12-Sep,99.99,NA,1078,Rescue The Flash™ from Eclipso’s evil plans!,41239,NA,DC Super Hero Girls,Licensed
12-Jul,59.99,NA,432,Stop Lena Luthor™ from making evil little Kryptomites!,41238,NA,DC Super Hero Girls,Licensed
12-Jul,44.99,1,351,Help Batgirl™ nab Mad Harriet™ and recover the microchip!,41237,Average,DC Super Hero Girls,Licensed
12-Jul,14.99,2,142,Keep the crystals from the evil Kryptomites!,41234,Average,DC Super Hero Girls,Licensed
14+,199.99,52,2294,Discover the secrets of the Silent Mary!,71042,Average,Disney™,Licensed
12-Jun,79.99,5,701,Spend a day in the snow at Elsa’s Magical Ice Palace!,41148,Average,Disney™,Licensed
12-Jun,69.99,3,585,Dine and dance at the Dream Castle with Disney Cinderella.,41154,Challenging,Disney™,Licensed
12-Jun,49.99,3,380,Sail off to new adventures with Disney Ariel and Eric.,41153,Average,Disney™,Licensed
12-Jun,39.99,3,307,Set sail with Moana to restore the heart of Te Fiti!,41150,Easy,Disney™,Licensed
12-Jun,39.99,3,322,Help Disney Aurora turn the spinning wheel in her Fairytale Castle!,41152,Easy,Disney™,Licensed
12-Jun,39.99,4,350,Drive off in Cinderella’s beautiful horse-drawn carriage!,41146,Average,Disney™,Licensed
7-Apr,34.99,2,191,Roll up for a demolition derby at the Disney•Pixar Thunder Hollow Crazy 8 Race!,10744,Average,Juniors,Non-Licensed
12-May,29.99,2,222,Explore the secrets of the sea with Ariel and Flounder.,41145,Average,Disney™,Licensed
7-Apr,24.99,3,94,Play in the snow with Anna and Elsa at the ice palace!,10736,Average,Juniors,Non-Licensed
7-Apr,19.99,2,116,Fix Disney•Pixar’s Lightning McQueen for his next exciting race!,10743,Easy,Juniors,Non-Licensed
7-Apr,19.99,2,95,Smash the speed record with Disney•Pixar’s Lightning McQueen and Sheriff!,10742,Easy,Juniors,Non-Licensed
12-May,19.99,NA,125,Visit Arendelle Market with Elsa and Olaf!,41155,NA,Disney™,Licensed
12-May,14.99,1,104,"Get in training with Disney Mulan, ready for the challenge ahead!",41151,Average,Disney™,Licensed
7-Apr,9.99,8,47,Power on and win with Disney•Pixar’s Lightning McQueen!,10730,Very Easy,Juniors,Non-Licensed
7-Apr,9.99,3,62,Take a break at the junkyard with Disney•Pixar’s Mater and his video screen!,10733,Easy,Juniors,Non-Licensed
6+,9.99,1,115,Decorate and customize your castle!,40307,Easy,Disney™,Licensed
6+,9.99,1,80,Create beautiful mini-doll outfits!,40388,Easy,Disney™,Licensed
7-Apr,9.99,1,75,Pull in to Disney•Pixar’s Guido & Luigi’s Pit Stop for fun and games!,10732,NA,Juniors,Non-Licensed
